고객관계,label
"보도기사 배포를 통한 회사 및 신제품 홍보
유튜브, 인스타그램, 페이스북과 같은 SNS 채널을 통한 고객 소통
제품 연계성 있는 브랜드사와의 콜라보레이션을 통해 잠재고객 확보 
Y존 케어에 관심있는 사람들의 신청을 받아 직접 정보 전달 및 제품사용법 전파(코로나 전)",C
"변화하는 제품에 대한 빠른 정보 전달
업무 외 공통관심사에 대한 대화 및 모임",D
"제조업체와의 긴밀한 협의를 통해 현장의 요구사항 및 애로사항 해결
개별소비자와 개별상담을 통해 소비자의 니즈 충족",D
"SNS를 활용한 제품 홍보
지속적인 광고촬영을 통한 브랜드 노출
납품처에 선제안
전시회를 통한 고객관의 직접 소통",C
"현재 당사가 보유하고 있는 해외 생산 거래선들에 대한 지속적인 홍보활동  
자체 영업조직을 통한 홍보활동
신제품 홍보를 통해 기회 창출",E
"지역 세미나 및 전시회를 통한 제품 홍보 및 활용가능 DB 확보, 대면 컨설팅 진행
각종 MOU를 통한 학교와의 연계활동. 소프트웨어 사용확대를 위한 인재양성 프로젝트 진행 및 프로그램 제공을 통한 교육과정 지원
구매 고객에게 정기적인 연락을 통해 불편사항, 요구사항 등 고객의 니즈 파악
판매 총판, 대리점과의 지속적인 교류 및 영업 전략 공유",A
"철저한 계약관리를 통한 만족도 상승
보험금 지급시 최선의 서비스와 신속성, 정확성
대면방문 및 전화 등의 유선을 통한 고객의 상황을 기록관리
본사로부터 제공되는 켐페인 용품 전달 등으로 신뢰 구축",C
취급하고 있는 건축마감재에 정체되어 있는 감각이 아니라 우리 생활 기반에 모든 적합하고 공통적 관심사 및 참여가 되고 있는 실체적 영업 접근 방식을 추진,E
"고객의 요청에 따라 프로젝트 별 시방서 및 친환경 인증관련 법규를
사전 검토하여, 제공되는 서비스의 종류와 금액을 필수 와 선택으로 구분하여 제공함.
프로젝트별 인증서비스의 등급 및 그에 따른 비용 및 공사비의 증감을 
사전 예측가능토록 하여 시간 및 불필요한 재시공등을 최소화 함.
LCC분석프로그램의 경우는 기 반입한 공공기관의 도움을 받아,
입소문 마케팅 및 잠재고객의 테스팅 베드로서 활용도 하고 있음
SNS 나 전문 뉴스 채널을 통한 회사 PR",C
"당사 제품을 이용하고 있는 고객을 정기 방문하여 최신 트렌드에 맞는 제품의 업그레이드 상황을 알려줌으로써 추가 도입의 필요성 인식
당사 제품을 이용하고 있는 고객의 성공 사례를 중심으로 설명회를 개최함으로써 자연스럽게 제품의 필요성에 대한 인식 제고",C
"건설사 및 고객 대면 영업
온라인을 통한 정보 제공에 따른 소비자 니즈 반영 등 마케팅",D
사이트를 이용한 제품 응대 QA(Quality Assurance) 대응,E
"직접 방문을 통한 기존 고객 관계 유지
유투브, 인스타그램, 네이버블로그를 통한 온라인 마케팅
건축관련 단체 후원
건축 박람회 참가",A
제품 정비 사용설명 회사이벤트 차량관리 등 유튜브채널이나 SNS를 통해 전달하고 있습니다.,C
"고객사 품질 인증을 받기 위한 인증 실시
고객사의 파견 인원이 당사에 상주함으로써 소통 채널의 상시 오픈
신규 고객 발굴을 위한 영업 제안",C
"지속적인 거래처 본사 및 현장 영업(기술자료, VE등)
견학, 기술세미나 및 MOCK-UP",C
"본사 홈페이지 운영을 통해 고객의 목소리를 충실히 듣고 실행.
주별, 월별, 주년 등 다양한 행사를 통해 집객을 위해 노력.
슈퍼마켓특성상 고객확보를 위한 가장 중요한 요소는 상품의 품질을 최대한 좋게 유지하는 것.
물류영업사원이 회원사를 확보하기 위해 직접 방문하여 점주들의 목소리를 경청",B
"본사 홈페이지 운영을 통해 고객의 목소리를 충실히 듣고 실행.
주별, 월별, 주년 등 다양한 행사를 통해 집객을 위해 노력.
슈퍼마켓특성상 고객확보를 위한 가장 중요한 요소는 상품의 품질을 최대한 좋게 유지하는 것.
물류영업사원이 회원사를 확보하기 위해 직접 방문하여 점주들의 목소리를 경청",B
"단일부서에 그치지않고 설계, 개발, 시작, 생산, 등 전부문에걸친 부서와의 원활한 소통으로 문제점 사전 파악 및 신속 대응
시트 설계단계부터 생산라인 금형 맞춤까지 고려한 맞춤 개발 대응",C
"목표고객과의 사업 및 시공 관련 PT 및 영업회의, 현설을 통해 고객의 니즈 파악과 당사 홍보
신문, 뉴스를 통한 회사 PR
영업 담당 부서 및 현장 소장 등이 공공발주처, 고객사, 대학교 교수 등 영업",C
"고객요구사항 신속처리/고객만족도 조사
고객과의 주기적 기술상담회",C
"매체홍보
품질관리/서비스
브랜드관리",E
"통화 방문
새로운 장비 소개",E
"고객사 신뢰를 위한 IT 기술력 확보하여 고객과의 기술적 소통
새로운 기술에 대한 빠를 이해를 통해 자사 아이템의 필요성 제시
전문 기술 지원 인력 확보를 통한 기술적 신뢰 생성",E
"On/Off Line 활용
수시 순회방문 정보 공유 및 상담
새로운 정보와 소식 적시 제공 및 접수
시즌별 발주/수주/배송/결제",B
"제조업의 가치실현은 고객확보전에 품질부터가 중요하다고 생각하기에, 전자제품의 특성상 안전성과도 매우 밀접한 관련이 있으므로 제품사용에 앞서 고객안전을 우선시 하고있습니다. 사후 문의에 총력을 기울여 고객들의 목소리를 경청하고 있으며, 빠른 문제점 파악과 사후대처를 명확히하여 소비자만족에 의거하여 타사대비 발빠른 대응을 하며 소통중입니다.",C
"판매채널과 연기금 등을 정기적으로 방문하여 상품(펀드)등에 대한 니즈를 파악하여 선제적으로 상품을 제안
연 기금 등의 자금계획 및 배분에 의거 상품(펀드) 제안 요청 시 제안서 등을 작성 및 제출
고객을 위한 맞춤형 세미나(웨비나) 및 설명회 개최
경제환경, 대외변수 등의 전망 및 분석자료를 정기적으로 고객에게 제공",B
정기적인 교류 및 특별행사나 교육참여 및 프로젝트공유 등 지속적인 파트너 관계를 형성한다,C
"높은 기술력 홍보
고객과의 오랜 신뢰와 협조 관계 구축
가장 신속한 업무처리 홍보
신문을 통한 회사 홍보
외부 심의 및 자문 활동 
지인의 소개를 통한 고객 확보",D
"당사 품질 관리부에서 타일시공 현장의 직접적인 방문을 통하여 시공 후의 접착강도, 압축 강도 등을 측정해 줌으로써 소비자의 불안감을 해소해주고 자사 제품의 품질 우위를 제안함으로써 지속적인 고객 확보 영업.
당사 영업부에서 각 대리점의 지속적인 방문을 통한 신제품 홍보 및 품질, 빠른 배송 등의 당사 장점 홍보",C
"기존 고객에 SW품질 및 신기술 제공으로 검증을 통한 고객 확보
영업팀에서 고객에게 기술제안 및 안내를 통한 제안 영업",E
"고객만족가치 창출로 고객사의 파트너쉽 관계사의 제안 및 시제품 무료 사용 등 제품홍보 
회원사와 정기적으로 신기술 동향 및 산업분야의 신기술 적용 사례 등의 정보 공유를 통하여 기존고객 만족의 서비스 제공 및 신기술 적용 제안",D
"기존제품과의 가격 경쟁력 및 기술
고객이 원하는 제품 개발 및 수배",E
"IMC전략을 통한 강력한 브랜드 마케팅
정부정책기관과의 연계를 통한 마케팅(기관출연 자금을 통한 MOU)
각종 금융상품(여신, 수신) 맞춤기획 및 목표고객에 대한 SMS, 우편 마케팅
신문, 뉴스를 통한 회사 PR",C
"타사 모델하우스 견학을 통한 업계 흐름 파악
주택분양팀 및 홍보팀을 통한 회사 PR ",E
고객의 요청에 따라 당사 영업부와 목표고객과의 제품관련 기술세미나를 통해 고객의 니즈 파악,D
"고객 생애 가치를 극대화하기 위하여 음용류 급식에 집중
유통 채널 : 온, 오프라인(이마트 등 대형마트, 온라인 유통채널)에 서울우유 직원 담당을 따로 두어 해당 바이어에게 제품 홍보
일반 채널 : 서울우유 고객센터(대리점)의 할당구역 홍보 및 입점",E
"분양대행사의 분양 시 고객의 니즈 파악 후 설계반영
신문, 뉴스를 통한 회사 PR
홈페이지를 통한 고객과 소통",C
"고객의 요청시
고객과의 지속적인 소통, 관리
식사나 운동으로 고객 확보",E
"시스템 벤더사 (IBM/HP등)를 통한 고객문의 대응
자사 홈페이지 등 온라인 채널 및 관계협력업체를 통한 문의 및 대응 
지방 상공회의소나 공단 등 연계한 지방로드쇼 (기술세미나/고객성공사례 발표회)",B
고객의 요청을 정확하게 파악하여 고객목표에 일치하고 고객과의 협의,E
"고객의 요청에 따라 당사 영업부와 목표고객과의 제품관련 기술세미나를 통해 고객의 니즈 파악
당사 영업부에서 건설사를 상대로 신제품 설명회, 공장 방문 등을 통해 관계 강화
당사 영업부에서 시행사, 건설사, 설계사무소 등 목표고객에게 정기적인 기술적 장점 홍보
유튜브, 인스타그램, 페이스북과 같은 온라인 채널 마케팅
욕실관련 이벤트 행사를 통한 고객 목소리 경청
신문, 뉴스를 통한 회사 PR",B
"고객의 요청에 따라 당사 영업부와 목표고객과의 제품관련 기술세미나를 통해 고객의 니즈 파악
당사 영업부에서 건설사를 상대로 신제품 설명회, 공장 방문 등을 통해 관계 강화
당사 영업부에서 시행사, 건설사, 설계사무소 등 목표고객에게 정기적인 기술적 장점 홍보
유튜브, 인스타그램, 페이스북과 같은 온라인 채널 마케팅
욕실관련 이벤트 행사를 통한 고객 목소리 경청
신문, 뉴스를 통한 회사 PR",B
"고객의 요청에 따라 당사 영업부와 목표고객과의 제품관련 기술세미나를 통해 고객의 니즈 파악
당사 영업부에서 건설사를 상대로 신제품 설명회, 공장 방문 등을 통해 관계 강화
당사 영업부에서 시행사, 건설사, 설계사무소 등 목표고객에게 정기적인 기술적 장점 홍보
유튜브, 인스타그램, 페이스북과 같은 온라인 채널 마케팅
욕실관련 이벤트 행사를 통한 고객 목소리 경청
신문, 뉴스를 통한 회사 PR",B
"고객이 필요로 하는 정보 및 제품의 신속한 공급
질 좋은 서비스 제공으로 고객 만족 및 신뢰 구축
고객에 대한 세심한 배려와 관심",E
"25년의 축적된 기술과 노하우로 장기적 거래
기기관리, 신곡관리, 소모품 관리로 업체와의 신뢰를 바탕으로 한 소통 능력
지역 협회 모임에 적극 참여하여 홍보
수시 방문을 통한 기술적 문제 해결을 통한 신뢰 구축",C
"시장조사를 통한 고객 니즈에 따라 신규아이템 개발
1인수요자을 위한 디자인 및 최적화된 솔루션 제공
인지도 있는 수요자 납기를 통한 높은 신뢰도 형성",E
"고객의 요청에 따른 납기 100%, 품질 0%를 달성하기 위한 공정 개선
자공정 완결을 통한 낭비제거
기본을 지키기 위한 표준화",E
고객의 만족도와 신뢰,E
"수입가구 및 국내가구 제품 홍보를 위한 전시장 PR
재건축, 재개발조합등의 목표고객에게 고품질, 고기술 장점 홍보",D
"타켓고객을 방문하여 당사 브로슈어를 통한 홍보
온라인 매체를 통한 홍보
초기고객 요구에 대한 제안서를 작성하여 프리젠테이션을 통한 고객 소통
현상공모 등 경쟁에 참여하여 수주",C
"정부 R&D 공동 수행을 통한 시스템 구축 
정부의 규제에 대한 홍보, 세미나를 통한 산업체 지원",D
고객 담당자 목표고객에게 제안 영업,E
"기존 욕실 시공 방식과 비교하여 시스템 욕실이 가지고 있는 뛰어난 품질과 공기 단축, 하자 처리 강점을 시행사 및 건설사 제안.
욕실의 경량화, 표준화, 규격화를 통한 빠른 시공성 홍보",E
"고객의 니즈에 적합한 솔루션(교육 컨텐츠) 제안 및 실행
글로벌 스탠다드 콘텐츠의 차별화 요소 적극 홍보
Performance 창출을 주 목적으로 한 Technology 홍보",D
"외부감사의 경우 기존 네트웍의 지속적 유지 및 확대
재무 및 세무자문의 경우 전문화된 서비스에 대한 제안 설명 및 솔루션 제시
감사서비스의 광고, 홍보활동 등은 금지되며, 감사고객에 대한 접대 모두 금지됨",E
"고객 요청에 따라 콘텐츠 맞춤제작, 제품설명 동영상 제작
경쟁사 대비 높은 콘텐츠 퀄리티 제공
대리점에게 목표고객에 대한 영업 제안",D
"개발사 특성상 고객과의 신뢰 및 기술력이 가장 중요한 소통이며, 기술에대한 신뢰를 기반으로 고객과의 믿음이 가장 중요한 포인트라 생각합니다.",E
"기존 고객의 건축관련 니즈와 각종 문의에 전반에 적극적인 대응
경쟁사 대비 우수 인력 보유와 우수 기술력 보유를 시장과 학계에 어필
(각종 업계 저널에 광고 게재, 각 대학 건축학과의 교수 및 학생들과 릴레이션 유지,
학생건축상 운영, 건축협회에 문화적 행사 참여 및 주도적 문화사업 운영)",D
"제품 특성상 최종 사용자의 다양하고 독특한 요구를 맞출 수 있도록 다양한 방법을 통해 상품, 시공방법 제시",D
"신제품 출시에 맞춰 고객에게 제품 사양을 송부하여 제품 구매 유도
고객이 기존 기성 제품으로 안되는 설비에 대해 특수 제작하여 고객에게 맞춤 영업 
지인을 통한 고객 소개",D
"당사는 각 사이트 별로 샘플설치 영업을 우선하고 그 샘플을 고객이 사용해 보게끔 해서 고객이 느끼는 만족도에 의해 교육청 예산 등이 반영되게 하고, 이후 제품 구매로 이어지게 하는 전략 등을 병행하고 있음. 추가로 당사 제품이 납품된 사이트는 해피콜 방문 등을 통해 사용 후기에 대한 고객의 목소리를 들어보고 단점 등을 보완해 주고 다음 판매 제품에 단점을 보완해서 출고되게 함의 으로써 고객의 만족도를 높여가고 있음.  
이외 대리점들이 BtoB 중심으로 고객을 방문해서 고객들과 소통하고 있으며 기타 언론 매체 등을 통한 홍보를 통해 새로운 제품을 알리고 있음.",B
"고객의 요청에 따라 목표고객과의 신제품 개발관련 기술협의를 통해 고객의 니즈 파악
기존 주방, 욕실 시공 방식 대비 고객불만 해소를 위한 품질개선과 하자 처리등 강점을 건설사, 대리점등 주요고객에게 지속적으로 안내, 협의하며 소통의 기회를 갖음
신규 제품 개발시 방문 또는 이메일로 홍보 활동 전개",C
"끊임없는 연구와 노력을 통해 국내 최고 전문업체로의 위상을 유지
공식 홈페이지, 블로그, 유투브를 통한 소통
언론매체를 통한 홍보활동
영업부를 통한 신규 고객사 발굴 
꾸준한 Follow up 및 A/S 를 통한 기존 고객사 관리 및 유지",C
