핵심활동,label
"최고의 경쟁력 : 국내에서, 심지어 외국에도 가격, 품질, 납기등에서 타사보다 더 뛰어나도록 부단한 노력을 하고 있음.
회사 업무를 하면서 혼을 실어서 하도록 강조하고 있음.
항상 창의적으로 사고하도록 강조함.
상대방에게 신용을 잃지 않도록 많은 노력을 함.
회사내 구성원끼리 소통을 하여 시행착오를 겪지 않도록 수시로 강조하고 있으며, 경험한 바로는 소통을 하기 보다 편하게 혼자 생각으로 일처리를 하려는 경향이 많이 있음. 아마 귀찮고 노력이 많이 들어가니까 그런 것으로 보임.
다품종 제품 구비함: 제품 생산에 시간이 많이 걸리는 특성이 있어 기회비용이 들더라도 충분한 재고를 확보하여 수요자가 ONE STOP 쇼핑이 가능하도록 심혈을 기울이고 있음. 이렇게 하기 위해서는 충분한 자금, 넓은 공간, 운영 인력이 있어야 가능하므로 아무나 할 수가 없으며 국내 최고 수준을 유지하기 위해 노력하고 있음.
우수한 설비 구비함: 직원의 힘은 한계가 있으므로 우수한 설비를 통하여 최고의 생산능력을 유지하여 최고수준의 경쟁력을 유지하려고 노력하고 있음.",B
"해외 의존도나 독점율이 높은 고부가 가치 전자 부품군의 신규 개발시에 핵심 개발 파트너가 될 수 있도록 지속적인 고객과의 기술 영업을 통해 샘플 및 데모를 할 수 있게 노력하고수익 보다는 개발에 성공률을 높이기 위해 시간과 비용을 투자합니다.
개발에 성공한 제품을 양산까지 참여할 수 있도록 개발부 사업부 엔지니어 들과 단단한 네트워크를 구성하며 추가로 비즈니스 모델을 계속 창출 하도록 노력합니다.
후발 주자로 개발에 참여하는 경우에는 핵심 담당 파트너의 최우선 해결 과제가 무엇인지 파악하여 최단기로 솔루션을 제공하는 것을 목표로 합니다.
지속적인 파트너 역할을 하기 위해 서비스 품목에 대한 자동화 시스템을 계속 개발하여 불량 비율을 최소화하고 업무 대응 속도를 빠르게 개선 합니다.",A
"LH, SH등 사전 영업을 통한 설계반영 및 모델하우스 디자인 선점 제안
건설사, 시행사, 건축주, 관공서 등 현장 기술진과 공정 협의를 통해 적시에 생산하여 현장 시공 
원자재 업체와 협업으로 시방 개정 및 기술등록으로 시장을 선도해 나감
시대적 트랜드를 반영한 제품 개발을 지속적으로 한다",C
"제조사 영업을 통해 증설 프로젝트에 설계 반영 활동
원활한 납기 및 공기 준수를 위해 공정 일정 사전 파악 활동
지속적인 영업 활동을 통해 충성 고객 인맥 유지 활동
SNS통해 고객 동향 살피기 활동
주요 프로젝트 지속적으로 KEYMAN 관리 활동",C
"유통 도소매업 위주의 판매영업임으로 고객의 욕구에 맞는 제품을 런칭해서 공급 해 주는 것이 핵심
가격경쟁력 있는 제품 런칭",C
"요소기술 또는 기술 프로세스 정립이나 표준화를 통한 창의적이고 독창적인 기술
입주사전 어플을 통한 세대내 하자 사항 체크로 신속한 공정별 시공자 전달을 통한 하자 업무 감소 및 점검리포트 전산 공유
CM, PM 제안을 통한 건축사업의 전반적인 구성 및 자본조달 등 협력
다시 찾아오는 고객을 만들기 위한 피드백 운동 시행",B
"건설사 인맥을통한 수주spec-in 영업
프로잭드영업
재개발.재건축 영업
한전영업
환경부영업",C
"고객의 생활환경과 생활패턴 등을 파악하여 수술 후 가장 만족스런 시생활을 위한 연구 및 학습
의학적으로 어려운 것을 설명하기 위해서 많은 의학적 공부와 상담을 통해 고객눈높이의 상담스킬 연구
기존 고객의 지인을 소개 부탁",C
우수한 시공능력 및 신뢰,E
신뢰,E
처리기술 개발,E
"품질의 우수성 홍보
적기적소 납품
고객 신뢰도 유지",D
"목표고객과 공정 협의를 통해 적시에 생산하여 현장 시공
당사 영업팀에서 파악한 고객의 니즈를 제품개발팀에서 기술개발을 진행하여 제품생산
광고와 인맥을 통해 연락이 온 목표고객에게 영업활동
기존 거래고객에서 신규 프로젝트 진행에 필요한 협의 요청 시 당사 영업팀 및 제품개발팀에서 대응활동",B
신제품 홍보 관공서 협의,E
"품질유지, 적기공급",E
적기 생산공급,E
"신제품 개발 방법 공유 현재 시장에서의 트렌드 분석 등 공유를 통한 유대관계 지속
현재개발진행중인 파이프라인 소개와 타임스케쥴 공유로 향후 사업계획에 도움이 되고자 함.",D
신기술 개발,B
우수한 품질의 제품 공급능력 홍보,E
"신제품 개발, 품질관리",E
실 사용자의 욕구충족,E
SRF 연료의 품질 (일정기간 공익기관에서 분석자료 공개),E
"우수유출 저감법령 해소를 위한 신기술, 신공법 소개를 통한 설계반영 및 시공",D
건설사 대면 영업활동,E
"신제품 개발, 신기술 개발",E
"토지공사 온비드 공공기관 중개업소 개인 법인 등 다양한 채널을 통한 토지정보 확보
주변 네트웍을 활용한 토지정보 확보
시공사 및 금융사 네트웍 확보 및 유지관리",C
"지방 대리점의 니즈를 확인 실제 지방 관공서에서 요구하는 제품 성향 파악 후 고객사가 원하는 제품공급으로 경쟁사들과 차별화 된 제품 공급 및 이에 대한 마진율을 극대화 대리점에 수익율을 높여 줌으로 지속적인 거래선 유지 
지역별 대리점 책임 영업제 실시로 책임감 있는 영업활동 독려.
본사입장에서의 주기적인 자료 홍보활동",C
"당사 기획팀에서 파악한 고객 니즈를 명세서팀에서 기술 개발을 진행하여 특허 등록
외부 공급업체와 공동으로 업체를 선정하여 특허 등록
광고와 인맥을 통해 연락이 온 목표고객에게 영업 활동을 한다.
업계와 학계 등 인재 영입하여 영업활동.
기존 거래를 하고 있는 목표고객에서 신규 프로젝트 진행에 필요한 협의 요청 시 당사 기획팀에서 대응 활동",B
"난해한 공사 설치방법 및 장비 운용 계획 수립
안전성검토(산업재해 사전대비)",D
"브랜드 경쟁력이 치열해짐에 따라 전략적인 제품 준비를 통한 개발
유기적인 마케팅(지속적인 영업관리)로 새로운 변화에 대한 빠른 대처로 전문성을 갖춤
수입 병행에 대한 세밀한 조사 후 필요에 따라 적극적인 추진(해외브랜드 런칭)",C
"고객 또는 주요 담당자의 업무 가중치를 줄이고, 납품을 정확하게 실행하여 업무 부담감을 줄여준다.
향후 발생하는 고객의 불만사항 및 기타 건의사항들을 적극 수렴하여 지속적인 신뢰를 쌓아간다.",D
신제품 및 신규고객사에 당사 기술능력 PR 및 제품에 대한 정확한 원가분석후 입찰 참여가 이루어짐. 추후 입찰 합격 후 해당 공정의 심사 및 평가 후 최종 승인이 이루어짐,D
"지속적인 연구개발
지속적인 제조설비개량, 기술개발
잠재고객 발굴
요청사항 반영된 샘플의 신속 제공
발주에 대한 적기 공급
요청 문서의 신속 대응",B
"설계 반영을 위한 특허 및 신기술 도면 및 시방서를 건설사, 설계사무소, 발주청(관)에게 제안 영업",D
"규제의 강화에 따른 높은 등급의 창호재 개발에 의한 고객사의 시장의 선점 지원
신규 사업자에 대한 제작제조 행위에 대한 기술정보제공 및 인력정보 제공
원자재의 공동 발주로 원가 경쟁력 확보
시공성이 용이한 신제품의 개발
전 제품의 적정하고 합리적인 재고 관리로 빠른 제품의 공급",A
기존 사용 원료 대비 저렴한 원가 및 풍부한 물성이 나오는 제품 추천 및 발굴,D
"수주 활동
우수한 시공
ENG 및 기술 개발
협력사 발굴 및 동반성장
대내외 리스크관리",C
"소비자의 니즈를 충분히 파악하여 제품을 개발
거래처 매장에 당사 제품이 디스플레이되도록 샘플공급
건설사/인테리어사에 제품 소개하여 스펙토록 영업
거래처의 제품 공급계획 파악하여 상황 대처 
효율적 출고 관리를 통해 적기 납품 지원 ",B
"입원환자가 편안하게 치료받을 수 있도록 성의 있는 의료
보호자가 안심하고 환자를 입원시킬 수 있는 신뢰
직원만족을 통한 환자 서비스 향상",D
"조속히 스트리밍을 위한 코덱 개발 완료
3D immersive sound 관련 시네마, 블루레이 디스크, OTT 스트리밍 컨텐츠, 음반 제작 증대
Auro3D 브랜드화에 적극 노력
전세계 Auro3D 적용 성공 사례 공격적인 홍보",C
"매년 신규 동문들의 정보를 확인한 뒤, 기존 동문들의 직장이동, 승진 등의 이슈에 민감하게 반응하며, 유선연락, 미팅 등을 통해 동문과의 총동문회 사이 관계를 유지하고, 경기상황에 맞는 동문회보 광고 영업 혹은 총동문회 주관 행사에 참가 독려 등을 통해 주 수입원의 확보를 노력함
 동문회보 디자인과 광고지면 등의 활용 그리고 계약관계 상의 이윤배분 등을 철저히 하여 주 수입처를 연결함",B
"약정한 의한 월정수수료를 매달 수금
신고대행 및 컨설팅으로 비정기적 수익 발생",E
"대표 – 로얄 패밀리 인적네트워크
임원 – 관공서, 건설사 및 기업
영업사원 – 소비자
 : 신뢰를 쌓아야 성공할 수 있다",E
"고객사의 제품 생산 의뢰시, 원가 및 품질에 최적화된 제품을 설계하여 고객사에 제공하여 협의
고객사, 시공사와 공정 협의하여, 납기 일정 수립 후, 제품 생산하여 적기에 현장 공급.
안정적인 공정관리(설비유지보수, 안전관리)로, 계획 생산을 통한, 제품 납기 준수.
현장별로 제품의 포장 및 운송 방법을 다변화하여, 시공성 향상에 따른 시공 품질 개선.
원부자재 품질 관리 강화를 통한, 시공후 제품 하자의 선제적 봉쇄.
고객사와의 정기적인 협의로, 원할한 의사 소통 및 장기적인 비전 형성.",B
"물건의 실사확인
물건의 위치, 상태, 방향, 파손상태, 수리여부, 도로상태, 상하수도여부, 전기, 가스등 시설물 확인
물건의 담보여부 확인 – 융자의 과다여부, 융자유무여부 등",C
"제품 가공라인 예방정비
제품 포장라인 예방정비
제품 물류라인 및 지게차 예방정비 및 관리
해당인원 교육 및 관리",B
"항공기를 이용하여 지정된 노선별 안전 운항
예약부터 도착까지 편안함과 편리함 추구.",C
"당사영업에서 회사소개서를 정기적으로 영업할 대상업체에 DM발송.
식품특성상 클레임율에 대한 당사의 20여년간 운영 관리실적을 적극 홍보하고 고객사에 제품 불량에 대한 불신 해소
제품의 지속적인 개발을 통한 다양성 제공.
당사 제품을 취급하는 특판점 제품에 대한 우수성을 거래처에 간접홍보
특허제품을 취급 시 선점의 판매기회 제공.",B
"사전 영업을 통한 샘플 제품 제안
건설사, 시행사, 건축주, 관공서 등 목표고객과 공정 협의를 통해 적시에 생산하여 현장 시공
신제품, 시공방법 변경, 공기 단축을 위한 기술 개발로 고객과 지속적 유대관계 유지
당사 영업팀에서 파악한 고객 니즈를 제품개발팀에서 기술 개발을 진행하여 특허 등록
외부 자재공급업체와 공동으로 제품을 개발하여 공동특허 등록으로 기술보유
광고와 인맥을 통해 연락이 온 목표고객에게 영업 활동을 한다.
기존 거래를 하고 있는 목표고객에서 신규 프로젝트 진행에 필요한 협의 요청시 당사 영업팀에서 대응 활동
고객사의 성향을 파악하여 맞춤별 제품 제안",B
"관련 기관, 관련 기업, 관련 지자체 CE0 및 제품, 산업을 뉴스화 / 이슈화/ 쟁점화/ 차별화/ 글로벌화",D
"유기농 관련, 친환경 관련 트렌드 선점 및 표적시장 리딩 위한 공동 마케팅
유기농/친환경 관련 지자체 1차 농산물, 생산물, 건강식품 공동마케팅
건강기능식품, 제약회사 공동 제품개발, 협업 등
전시, 포럼, 지자체 인적 네트워크 강화",C
"정밀 사출을 통한 메모리 반도체의 검사장비 구현
국내 최초로 개발에 성공, 고품질의 제품을 합리적 가격으로 제공함으로서 국내 반도체 검사장비 산업의 발전에 이바지하고 있음
시장규모가 크지 않은 메모리 반도체 검사장비 시장영역을 넘어 비메모리 검사장비 영역으로 사업확대",B
"민간공사: APT, 오피스텔, 지식산업센터, 공장, 상가 등
관급공사: 도로, 철도, 항만, 교량, 농업시설, 관공서 등
분양사업: 아파트, 오피스텔, 상가분양 ",C
"핸드 프린팅과 디지털 프린팅 방식을 사용으로 고급스러움과 에코패션을 동시에 실현 고객요구에 부합하는 차별화된 소재를 지속적으로 개별연구
전 세계에 새로운 디자인 새로운 패브릭을 개발 공급 목표로 함.
신디자인 개발로 고객과 지속적 유대관계 유지
유튜브 블로그와 인맥을 통해 연락이 온 목표고객에게 영업 활동을 한다",B
"기존 타일 소매, 인테리어업체에게 지속적인 신제품 소개로 영업
블로그를 통해 시공사례와 납품실적 등을 소개
기존 건설사 고객에게 신규 프로젝트시 샘플 지원 등으로 영업 대응",C
"기획설계 : 프로젝트 시행전 사전검토를 위한 법규검토, 계략설계안 제시, 사업수지분석
계획설계 : 고객의 needs를 충분히 경청하고, 고객의 정서(눈높이)에 맞추어 대안제시
중간설계 : 설계안에 대하여 설계팀과 고객간 피드백 검토
실시설계 : 외부업체와 협업을 통하여 최적(공사비 절감, 공기단축 등)의 도면 작성 
사후관리 : 프로젝트 완료후 지속적인 현장방문, 관리자와 대화, 건축주와 피드백",B
"기술력 강화를 위한 교육과 인맥을 통한 영업력
시대에 맞는 트렌드를 통한 스타트업 회사 추구",E
항상 해외 고객의 요구와 필요에 따른 물건을 제공하기 위한 홍보와 노력으로 벤더에 지정되고 또한 기한이 경과하여 재계약을 위해서도 최선을 다하고 있음,D
"고객의 니즈에 대한 제품공급
고객확보 차원에서 리베이트, 광고비 지원
신제품에 대한 DB 지원
신속한 A/S 처리",D
광고와 인맥을 통해 연락이 온 목표고객에게 영업 활동을 한다.,E
"시행사, 관공서 등과 공정 협의를 거친 현장 시공입니다.",E
"시행사, 관공서 등과 공정 협의를 거친 현장 시공입니다.",E
"최적의 설계를 위한 제안 (목표 분양가 달성을 위한) 공법, 개정 법률, 인텔리젼트 사양 등을 제안하고 설계에 반영하여 최적의 상품을 만드는 컨설팅.
각종 부담금 (건설관련 세금)의 예정 부과에 대하여 법률적 검토, 판례, 국가기관 등의 유권해석 등을
통하여 적법하게 절감 방안을 제시하고 이에 따른 보고서 작성 후 절감 (심사청구, 민사소송 등)
국가에서 발주하는 기본계획, 타당성조사, 지역역량강화 사업 등에 대한 최적의 연구자료 작성
원가검증을 요하는 분야에 대한 최적의 연구결과물 제출 ",A
"진정한 고객감동 실현의 마케팅으로 지속적인 성장기반 구축
전국적인 물류센터 및 영업거점 확보
최고의 품질관리 시스템 구축
지속적인 시설투자 확대로 영업 경쟁력 강화",B
"최고의 품질관리로 안전사고 예방
전국적인 물류센터 및 영업거점 확보
분야별 전문가 양성으로 최고의 기술력 확보
지속적인 시설투자 확대로 영업 경쟁력 강화 ",A
"토지의 위에 따른 최적의 이익 창출 할 수 있는 건축물의 설정.
주변 여건에 부합 되는 인. 허가 관련 하여 관청과 적극적인 공무
예) 주상복합, 아파트, 빌라, 상가, 오피스텔 등 
양질의 협력업체(시공사, 건축사, 금융기관, 인테리어, 분양대행사, 광고사)등과
주기적 비주기적으로 일상의 업무처럼 정보를 공유 하고 적극적으로 협력 한다.",C
"필드 테스트 지속적인 수행
특허 확보
자체 연구소의 기술 개발
정부 과제를 통한 대내외적 신뢰도 향상 및 기술 확보
SNS 마케팅
국내외 전문가와 협업
해외 바이어 확대",B
네이버 구글 광고 및 전화영업을 통한 신규 고객확대와 업체 매칭 아이템 스펙을 통한 매출 창출 ,D
"당사품질 인증한 인맥을 통해 연락이 온 목표고객에게 영업 활동을 합니다.
신규업체 직접 방문하여 제품 및 가격정보를 제공하여 영업활동을 합니다.
기존거래를 하고 있는 고객에게서 신규 프로젝트 진행에 필요한 협의 요청시 대응활동을 합니다.",E
자체 개발진행 제품을 고객사의 니즈에 맞추어 설계하고 향후 사회의 발전에 따라 진행가능한 제품을 선정 및 개발하는 일련의 활동,D
"지속적인 신제품 개발, 품질향상, 원가절감 추구
공장 자동화 를 위한 지속적인 연구 ",C
"고객사 신규제품 금형제작시 도면 검토 및 양산화에 맞는 연구
고객사 요구에 맞는 납기대응과 A/S 대응",D
"신규업체에 직접 방문하여 영업활동을 합니다.
기존거래처하고 신규프로젝트 진행에 대응 활동을 합니다.
인맥을 통해 연락이 온 고객에게 영업활동을 합니다.",E
"지속적인 해외 전시회 참석으로 시장 동향 파악
시장 트랜드에 따른 신제품 개발
고객사 니즈에 대한 원가 절감 및 경쟁력 강화 제품 개발
신규 고객사 유치를 위한 사이버 카다로그 및 브로우셔 제작 배포
온라인 비투비 업체를 통한 고객사 창출",B
"고객요청 신규개발시 내부의 재품설계 대응으로 고객요구사항 충족. 
외부자재 공급업체와 긴밀한 협조통한 고객요구사항 충족.",D
"박람회, 온라인 신문 광고 등을 통해 고객사의 정보를 입수 및 시장조사
전화 및 이메일 등으로 회사소개 및 방문 미팅 약속.
제품 카타로그 및 샘플 제품을 지참하여 고객사에 방문하고 소개 제안
방문하여 확인된 고객의 니즈를 파악 (성능향상, 개발제품에 참여, 납품관리, 가격 등)
니즈에 맞추어 샘플, 신제품, 견적서 등을 제안
발주 및 재고운용 등 생산일정에 맞추어 고객사의 생산일정에 문제가 없도록 납기 관리
연구소의 개발 프로세스에 참여하여 가격 경쟁력 및 성능향상에 기여",A
기존 거래처에 모든 역량을 발휘하여 기존고객에 집중하는 것이 최선이라 생각합니다,E
"정기적인 고객 미팅을 통해 신규로 기획되는 제품 개발 계획 등 신규 정보를 꾸준히 확보
갑자기 요구되어지는 부품이나 모듈 요청에 적극 대응
고객이 제품 생산을 위해 요구되는 단계들 중에 해결하기 어려운 업무에 최대한 협조
고객과의 소통 또는 인터넷을 통해 신규 고객을 꾸준히 발굴
전자 부품이나 모듈 등을 신속하게 찾고, 수입하기 위한 유통 라인 점검 및 개선
전자 부품이나 모듈 등 직접 제조하기 위한 생산 라인 점검 및 개선",C
"고객의 요구사항을 정확히 파악하고 성능과 품질에 대한 조언으로 좋은 제품 개발에 집중.
고객사와 지속적인 유대관계로 상호 신뢰 구축.
지속적인 품질관리와 품질문제에 대한 적극적인 대응.",C
"A사, B사
-당사 영업팀에서 파악한 고객니즈를 연구개발팀에 신제품 및 신기술 지속적으로 소개히여 개발진행.
 기존 고객을 대상으로 신규 프로젝트 및 변경사항을 체크하여 협의 요청시 영업팀에서 대응.
 외부 자재공급업체와 지속적인 유대관계로 원활하고 신뢰할 수 있는 자재확보 및 개발.
 트랜드를 조사하고 적용하기 위해 지속적으로 전시회 참관 및 관련자료 검색",B
"아파트 부지 확보(민간, 정부 조성 부지)
부지취득 원가 절감
대 정부 인허가 활동 
아파트 및 상가 분양업무
아파트단지 및 상가 합리적 관리 ",C
"회사가 가지고 있는 역량을 최대한 평소홍보
가격경쟁력을 통한 경쟁력확보
새로운 기술 도입으로 인한. 차별성확보
적기공급을 위한 공기준수",D
"발주기관 사전영업을 통한 입찰참여
발주기관의 입찰참여시 우수한 사업수행계획서/기술제안서 제안 역량 확보
용역 수행 참여 인원(건설사업관리기술인)의 역량 향상
기존 용역수행중인 현장에 대한 철저한 관리를 통한 발주기관으로부터 우수한 기술력/수행역량 인정받고 신뢰를 확보
고객의 이익확보를 위한 신제품/신기술 도입, 시공방법변경, 공정관리/품질관리/원가관리/민원 및 환경관리 등 지속적인 관리활동",B
"건축물(공동주택) 전기, 정보통신, 소방분야의 설계에 오류가 없는 설계로 고객만족 확보
  (LH 설계 사후평가로 S~D등급의 설계건수 제한)
건축설계사무소, 건설사와 신뢰 확보
기술력을 통한 혁신적인 설계를 가지고 건축설계사무소, 건설사에 기술제안방식 컨소시엄 활동
PQ 점수 확보를 위한 특허 등록
발주처가 요구하는 감리용역을 수행할 수 있는 자격보유자 확보 
4차산업혁명 기술과 한국판 뉴딜(디지털, 그린뉴딜)의 스마트시티 전문 연구용역을 위한 정보수집 및 대외 전문가 활동
발주처가 요구하는 설계, 기술 자문 활동",A
"첨단장비 제어기술 기반으로 다양한 분야에서 VR 및 AR 기술을 이용하여 가상현실(Virtual Reality)을 통해 실제와 동일하게 훈련이 가능한 환경 개발. 물리적인 방법의 훈련체계뿐 아니라, 4차 산업을 이끌어 갈 인공지능 기술과 결합이 가능한 최첨단 통합훈련체계를 개발하여, 전 세계에 제품과 기술 공급 목표로 함",B
"모임과 단체활동으로 인한 관계유지
광고와 인맥을 통해 연락이 온 목표고객에게 영업활동을 한다",E
"4C분석(환경 트렌드 고객 경쟁사 자사 분석)
온라인 분석
STP전략 분석(시장 찾기, 고객이해하기, 포지셔닝 찾기)
컨셉 찾기
브랜드 전략 제안(네임, 슬로건, 스토리 체험 콜라보 등)
마케팅4P1S 전술 제안
온라인 마케팅 전술 제안
국내외 유통 접근 및 개척
자금유치, 사업제안서, 신제품개발, 신사업개발",B
"기업고객이 선호하는 우수 브랜드의 상품이나 트렌드 상품을 분석하여 총판 및 독점 혹은 판매대리점 자격 획득 후 상품기획 및 마케팅 활동에 참여
유통트렌드를 분석하여 선호되는 상품군을 선정하여 시장조사후 제조사나 수입사를 통해 상품 소싱
최종사용자인 대기업, 중견기업이나 중소 유통판매회사들이 필요로 하는 제품포장, 물류, CS, 고객 피드백 등을 자체 물류창고와 자체인력으로 시스템화하여 신속한 고객대응이 장점임
중소 유통판매회사들이 필요로하는 웹이미지,웹자료등을 신속하게 제작, 지원",A
"거시경제 등 Market Information에 기반한 고객/시장 수요 예측
수요 예측에 기반한 제품 생산-판매-재고 관리 (Sales & Opearation)
고객/시장의 니즈 및 경쟁사 제품에 대응하기 위한 신제품 상품기획 및 개발 
딜러 개발/육성 및 Key Account (대형 수요처) 등의 영업 역량 강화 
Tier 1 경쟁사 수준의 제품 품질 확보
가격 경쟁력 유지를 위한 지속적인 원가절감
굴삭기 자동화/전기화 추세에 대비한 기술투자 ",B
"건설사 및 설비업체의 시공상 불편함을 줄이는 개발 활동을 한다
단발성 거래보다는 지속적인 거래를 위해 인맥관리 활동을 한다",D
"건설사, 설계사무소 설계제안을 통한 반영
간편시공법 개발로 특허 취득으로 구매고객 확대
품목 확대로 다변화 추구
다양한 품목으로 선택과 구매욕구 충족",C
"솔루션 도입을 통한 효과 및 사후 관리서비스
물류 접수 플렛폼 운영으로 고객의 편리와 시간절약",D
"일반적 부직포형 마스크 뿐 아니라 기모형태의 폴리에스테르 등 다양한 소재/다양한 색상(화이트,블루,핑크,블랙)의 차별화된 제품력을 바탕으로 저가형부터 프리미엄급까지 고객사의 선택폭을 넓힘.
고객사 로고 등 원하는 니즈를 최대한 반영 제안.
기존 고객사 신제품 개발시 식약처 허가등록 등 원스톱 서비스 제공.
해외 수출품에 대한 OEM 진행시 다양한 노하우를 통해 국내외 법규 이행 및 포장디자인 등 신속하게 진행.",C
"현재 중소기업 상황에 맞는 부품조달 및 기계제작
대기업 상담을 통한 맞춤 기계 제작
자동화시스템 기계 개발 및 설치",C
"대기환경보호법 및 수도권대기환경보호법 등의 발효로 LPG로의 연료전환 설계 제안
도매 가스사업자와의 인맥을 통해 소개 마케팅 목표고객에게 보일러/버너/AS 판매 등의 영업
고객의 현재 사용연료의 경제성 검토 컨설팅을 통해 연료전환 제안
국내 최대 LPG공급사와 공동으로 LPG공급 영업망 확충 및 그에 따른 산업용보일러 고객 확보
국내 아스콘 생산업체의 LPG로의 연료전환 제안과 그에 따른 버너 판매
KT의 ENERGY GIGAtopia 일환으로 big data를 활용한 에너지효율화사업 사업파트너-산업체부문",B
"관공서(상수도사업소등) 계획 및 예산확인
조달청 공공입찰 확인",E
"신규 기술 세미나를 통한 신규 제품 수주로 고객 지속 유지 및 신규 확보
가격 경쟁력 확보를 통한 BIDDING 참여하여 개발 수주 및 양산 전개
신성장 동력인 5G 관련 산업 제조업체 SERCH하여 마케팅부서에서 영업 추진(5G 안테나 케이블 모듈)
※ 당사의 5G 안테나 CABLE 모듈이란 기존에는 CABLE을 전선으로 사용했지만 mmWave의 속도를 전송하기 위해서 FPCB로 대체한 모듈임",B
"고객 기술 트랜드에 밎는 기술 로드맵 제시와 정기적 미팅과 목표 과제 설정 수행
고객사 제품에 채용될 기술과 고객 경쟁사 제품보다 우위 확보에 대한 당사의 맞춤형 제품 개발로 기존사에 비교 우위로 전략적 기술 장벽 구축(세계최고 제품 리딩 경우)
마케팅 인력들의 기술 영업력 확보로 고객 니즈에 맞는 적기 대안 제시와 스피드 확보 
상시 글로벌, 국내 시장 변화와 동향 등 트랜드를 분석하고 이를 통한 정보를 활용하고 고객 핵심 인원들에게 적절히 재공 함으로서 개인적 조력사로서의 관계십도 유지
고객사와 대학교, 연구기관들과 다양한 기술 부분에 있어 3사 산학활동을 진행 차세대 기술 확보와 특허 등을 공유 전략적 파트너쉽 강화 활동",A
"생산 공정의 기술 트랜드 변화가 있는데, 빠른 기술 습득을 통한 제안 활동 
장비 단가를 줄이기 위한 내부적인 개선 활동, 우수한 협력사 발굴 ( 가공업체 )
신규 시장의 경우 새로운 장비 연구개발 및 고객사에 데모 시연을 통해서 한발 빠른 영업활동. 
고객에 제안과 CS를 통해서 지속적으로 유대관계를 유지한다.
신규장비 개발시 특허 등록해서 회사 자산으로 등록",B
"대리점주와 설계사들에게 제품기능 및 건강에 대한 배움과 솔루션 제공
지속적인 연구 개발로 특허 등록을 통해 기술 보유 
보도자료와 함께 제품 세일즈를 위해 이벤트 진행
사회공헌 CSR활동을 통해 건강관련 사업 후원(ex. 여성단체, 희귀난치성환아)
CCM활동을 통해 공정거래 지속
수직계열화로 원료부터 완제품까지 일원화 시스템 유지
프로모션을 통한 영업활동(ex. 샘플지원, 2+1지원)
방문판매에 관한 외부강사 강의 노하우 전파와 대리점 영업 컨설팅",A
당사는 욕실자재 생산업체인 대림비앤코의 국내 최대 대리점으로서 건설사 및 유통업체에 대림제품공급,E
"공장 공조설비 설계 및 시공
사무동, 식당동, 직원 기숙사 대상 중앙공조 및 개별 공조 시스템 설계 및 시공
신규 공장 건립에 따른 컨설팅 자문 계약
용역 대행을 통한 수익 ",D
"신제품 출시 전 충분한 테스트 진행을 통해 부작용 최소화
충성 고객을 대상으로 제품의 개선사항 의견 수렴 및 반영을 통해 지속적 유대관계 유지
자체 연구실, 생산설비 시설 확보로 원가 절감 및 핵심 기술 확보
다양한 방면의 전문가들과 협력을 통해 심도있는 상품화 검증 단계를 거쳐 신개념 제품 개발 출시
현장 업무 및 고객지원팀에서 파악한 고객의 변화된 니즈를 제품에 반영하고 전문 연구센터에서 관련 특허를 지속적으로 연구/개발
기술 제휴 가능한 관련 업종의 동향 및 시장파악으로 파트너사 지속 발굴
긴급/위기 상황에 빠르게 대처하기 위해 고객상담실 24시간 운영 ",A
"인테리어, 건설사에 제품 제안을 통한 SPEC영업
기존 거래처를 통한 신규거래처 생성
유선 또는 현장미팅을 통한 구매문의시 적극적 대응",C
"가정용 욕실 및 공용화장실 설비아이템 SPEC제안
온라인판매를 위한 욕실 아이템 개발 및 홍보",C
"사전영업을 통한 제안
신제품 설치를 위한 자세한안내",E
"주력제품인 타일은 유행에 민감한 제품 임. 이에 분기단위로 시장에 선보일 디자인들을 상시 개발하여 고객의 니즈와 시장의 요구에 맞춘 제품의 제안
해외 생산의 특징상 가격경쟁력이 있는 공장의 제품을 상시 제안
제품의 특성상(SIZE, 질감 등) 미성숙한 시장에 새로운 제품을 제안하여 끊임없는 가능성 확인
영업조직의 기동성(다양한 고객과 적시에 만날 수 있는)확보를 위해 업무 최적화
수입 제품의 특성상 환율이 원가에 미치는 영향이 크므로 환헷지 등 금융활동
고객사의 동향, 정책 등 민감한 사항에 대한 발 빠른 대응",A
"단순히 설계 소프트웨어만을 판매하는 것이 아닌, 고객과의 지속적인 교류를 통해 니즈를 파악하여 고객의 니즈에 맞춘 기술 개발을 자체적으로 진행 및 고객 맞춤형 솔루션 제공
ZWCAD, ZW3D, CADbro, CADPocket 및 3rd-Party 제품의 기술력 및 3D스캔, 보안솔루션, AI기술 등 다양한 분야의 4차 산업혁명 시대의 유망기업들과 협업하여 스마트팩토리, 스마트시티 구축을 하는데 있어서 최적의 디지털플랫폼 환경을 제공
언택트 시대에 맞춘 클라우드 서비스 제품(CADbro)을 통해 복잡하고 무거운 도면 작업으로 인해 비대면 협업이 힘든 3D설계 근무자들에게 최적의 협업 솔루션 제공
personal mobility의 발전으로 인해 국내 및 해외에서 많은 수요가 발생하고 있어, 자체 기술력을 통해 전동킥보드 개발 및 공급을 목표로 함",B
