핵심자원,label
"특판 가구(주문 제작 가구)해외시장 개척으로 해외시공 및 유지보수관련 노하우 확보
풍부한 유동성보유로 원가경쟁력 우위
친환경마크, 친환경부분 건축주택수상, 우수중소기업 수상 등 외부 공신력 확보",D
"전문지식과 디자인 능력 그리고 고객과의 친밀성을 갖춘 인적 자원
시장 흐름과 비젼을 갖춘 경영인
다년간 축척 된 경험과 디자인 능력의 지적 재산",D
"유해화학물질의 DB
시스템
전문 개발자",E
"5년 이상 경력의 시스템/네트워크 기술자
IT 컨설팅 노하우",E
"25년 업력의 노하우
임직원의 맨 파워
지속적인 교육훈련을 통한 임직원의 핵심 역량 성장.",E
"HRD, HRM 전문가 집단  HR전문인력
콘텐츠 : 리더십, 세일즈, 개인역량강화, 조직활성화, CS 등
온라인 역량평가 시스템 : 리더십 역량 및 세일즈 역량",D
"전문인력
사업경험(Credential)
법인의 평판 및 체계화된 조직체계",E
"콘텐츠 제작 노하우
하드웨어 기술 노하우
인터랙티브 기술 노하우
다양한 RND프로젝트 경험
재산권 및 특허
영업 대리점 및 고객사",C
"고급 이상의 개발진들과 다년간의 경력을 통한 개발 노하우를 핵심 자원이라 생각합니다.
다양한 SI 경험을 통한 개발능력",D
"국내 메이저 건축설계사 중, 가장 오랜 역사 (54년)를 통한 축적된 노하우와 레퓨테이션
국내 건축학과 졸업생 중, 최고의 최상 인력의 채용을 통한 업계 최상의 업무 수행력
국내 설계사 중 장기근속자 최다 보유를 통한 최고의 경험과 검증된 기술력",D
"월풀 욕조에 특화된 시공 노하우 및 생산기술
안정적인 해외 수입처",D
"개발하는 연구인력
판매 영업 인력",D
"당사는 특화된 기술 자산을 바탕으로 하고 있음. 변기 자동물내림 한 분야에 23년 동안의 수많은 현장 리스크를 경험하고 많은 개발 시행착오로 쌓인 노하우가 자산임. 
다양한 양변기, 다양한 양부속, 다양한 수압, 다양한 화장실 환경 등에 호환 가능한 제품 개발 자산.
고객이 원하면 주야, 휴일을 막론하고 설치 시공해 드리는 조직력 구축.
당사는 23년간 자동물내림 한 분야에 쌓아온 기술력을 바탕으로 어느 위생도기 업체와 비교해봐도 더 혁신적인 양변기 공동 개발 가능한 기술력을 축적.(무전원 디지털화 된 양변기)",C
"시장흐름을 파악하여 변화에 대응할 수 있는 경영능력
전문성을 갖춘 개술개발팀, 생산팀, 영업팀등의 인적 자원 확보
핵심 업무를 지속 발전시키며, 기타 비핵심 업무는 아웃소싱 운영 능력
신속한 개발능력과 소비자보호에 우선한 임직원의 마인드
20여년간의 브렌드 추구와 꾸준한 국내외 고객과의 신뢰성 확보",C
"각분야 최고 기술자 (맨파워)
국내 최고 전문업체로의 위상
자체 프로그램 개발 및 관리
대표이사의 영업력
확실한 대외홍보 능력과 다양한 마케팅 채널 운영  
ISO, 근무혁신 우수기업, 여성가족부 가족친화제도 표창 등 다양한 인증서를 통해 신뢰 구축
기업부설연구소를 통해 끊임없는 기술개발",B
